frame,time
533,17.730
534,17.764
535,17.797
536,17.830
537,17.864
538,17.897
539,17.930
540,17.964
541,17.997
542,18.030
543,18.064
544,18.097
545,18.130
546,18.164
547,18.197
548,18.230
549,18.264
550,18.297
551,18.330
552,18.364
553,18.397
554,18.430
555,18.463
556,18.497
557,18.530
558,18.563
559,18.597
560,18.630
561,18.663
562,18.697
563,18.730
564,18.763
565,18.797
566,18.830
567,18.863
568,18.897
569,18.930
570,18.963
571,18.997
572,19.030
573,19.063
574,19.097
575,19.130
576,19.163
577,19.197
578,19.230
579,19.263
580,19.297
581,19.330
582,19.363
583,19.397
584,19.430
585,19.463
586,19.497
587,19.530
588,19.563
589,19.597
590,19.630
591,19.663
592,19.697
593,19.730
594,19.763
595,19.797
596,19.830
597,19.863
598,19.897
599,19.930
600,19.963
601,19.997
602,20.030
603,20.063
604,20.097
605,20.130
606,20.163
607,20.196
608,20.230
609,20.263
610,20.296
611,20.330
612,20.363
613,20.396
614,20.430
615,20.463
616,20.496
617,20.530
618,20.563
619,20.596
620,20.630
621,20.663
622,20.696
623,20.730
624,20.763
625,20.796
626,20.830
627,20.863
628,20.896
629,20.930
630,20.963
631,20.996
632,21.030
633,21.063
634,21.096
635,21.130
636,21.163
637,21.196
638,21.230
639,21.263
640,21.296
641,21.330
642,21.363
643,21.396
644,21.430
645,21.463
646,21.496
647,21.530
648,21.563
649,21.596
650,21.630
651,21.663
652,21.696
653,21.730
654,21.763
655,21.796
656,21.830
657,21.863
658,21.896
659,21.930
660,21.963
661,21.996
662,22.029
663,22.063
664,22.096
665,22.129
666,22.163
667,22.196
668,22.229
669,22.263
670,22.296
671,22.329
672,22.363
673,22.396
674,22.429
675,22.463
676,22.496
677,22.529
678,22.563
679,22.596
680,22.629
681,22.663
682,22.696
683,22.729
684,22.763
685,22.796
686,22.829
687,22.863
688,22.896
689,22.929
690,22.963
691,22.996
692,23.029
693,23.063
694,23.096
695,23.129
696,23.163
697,23.196
698,23.229
699,23.263
700,23.296
701,23.329
702,23.363
703,23.396
704,23.429
705,23.463
706,23.496
707,23.529
708,23.563
709,23.596
710,23.629
711,23.663
712,23.696
713,23.729
714,23.762
715,23.796
716,23.829
717,23.862
718,23.896
719,23.929
720,23.962
721,23.996
722,24.029
723,24.062
724,24.096
725,24.129
726,24.162
727,24.196
728,24.229
729,24.262
730,24.296
731,24.329
732,24.362
733,24.396
734,24.429
735,24.462
736,24.496
737,24.529
738,24.562
739,24.596
740,24.629
741,24.662
742,24.696
743,24.729
744,24.762
745,24.796
746,24.829
747,24.862
748,24.896
749,24.929
750,24.962
751,24.996
752,25.029
753,25.062
754,25.096
755,25.129
756,25.162
757,25.196
758,25.229
759,25.262
760,25.296
761,25.329
762,25.362
763,25.396
764,25.429
765,25.462
766,25.495
767,25.529
768,25.562
769,25.595
770,25.629
771,25.662
772,25.695
773,25.729
774,25.762
775,25.795
776,25.829
777,25.862
778,25.895
779,25.929
780,25.962
781,25.995
782,26.029
783,26.062
784,26.095
785,26.129
786,26.162
787,26.195
788,26.229
789,26.262
790,26.295
791,26.329
792,26.362
793,26.395
794,26.429
795,26.462
796,26.495
797,26.529
798,26.562
799,26.595
800,26.629
801,26.662
802,26.695
803,26.729
804,26.762
805,26.795
806,26.829
807,26.862
808,26.895
809,26.929
810,26.962
811,26.995
812,27.029
813,27.062
814,27.095
815,27.129
816,27.162
817,27.195
818,27.228
819,27.262
820,27.295
821,27.328
822,27.362
823,27.395
824,27.428
825,27.462
826,27.495
827,27.528
828,27.562
829,27.595
830,27.628
831,27.662
832,27.695
833,27.728
834,27.762
835,27.795
836,27.828
837,27.862
838,27.895
839,27.928
840,27.962
841,27.995
842,28.028
843,28.062
844,28.095
845,28.128
846,28.162
847,28.195
848,28.228
849,28.262
850,28.295
851,28.328
852,28.362
853,28.395
854,28.428
855,28.462
856,28.495
857,28.528
858,28.562
859,28.595
860,28.628
861,28.662
862,28.695
863,28.728
864,28.762
865,28.795
866,28.828
867,28.862
868,28.895
869,28.928
870,28.961
871,28.995
872,29.028
873,29.061
874,29.095
875,29.128
876,29.161
877,29.195
878,29.228
879,29.261
880,29.295
881,29.328
882,29.361
883,29.395
884,29.428
885,29.461
886,29.495
887,29.528
888,29.561
889,29.595
890,29.628
891,29.661
892,29.695
893,29.728
894,29.761
895,29.795
896,29.828
897,29.861
898,29.895
899,29.928
900,29.961
901,29.995
902,30.028
903,30.061
904,30.095
905,30.128
906,30.161
907,30.195
908,30.228
909,30.261
910,30.295
911,30.328
912,30.361
913,30.395
914,30.428
915,30.461
916,30.495
917,30.528
918,30.561
919,30.595
920,30.628
921,30.661
922,30.695
923,30.728
924,30.761
925,30.794
926,30.828
927,30.861
928,30.894
929,30.928
930,30.961
931,30.994
932,31.028
933,31.061
934,31.094
935,31.128
936,31.161
937,31.194
938,31.228
939,31.261
940,31.294
941,31.328
942,31.361
943,31.394
944,31.428
945,31.461
946,31.494
947,31.528
948,31.561
949,31.594
950,31.628
951,31.661
952,31.694
953,31.728
954,31.761
955,31.794
956,31.828
957,31.861
958,31.894
959,31.928
960,31.961
961,31.994
962,32.028
963,32.061
964,32.094
965,32.128
966,32.161
967,32.194
968,32.228
969,32.261
970,32.294
971,32.328
972,32.361
973,32.394
974,32.428
975,32.461
976,32.494
977,32.527
978,32.561
979,32.594
980,32.627
981,32.661
982,32.694
983,32.727
984,32.761
985,32.794
986,32.827
987,32.861
988,32.894
989,32.927
990,32.961
991,32.994
992,33.027
993,33.061
994,33.094
995,33.127
996,33.161
997,33.194
998,33.227
999,33.261
1000,33.294
1001,33.327
1002,33.361
1003,33.394
1004,33.427
1005,33.461
1006,33.494
1007,33.527
1008,33.561
1009,33.594
1010,33.627
1011,33.661
1012,33.694
1013,33.727
1014,33.761
1015,33.794
1016,33.827
1017,33.861
1018,33.894
1019,33.927
1020,33.961
1021,33.994
1022,34.027
1023,34.061
1024,34.094
1025,34.127
1026,34.161
1027,34.194
1028,34.227
1029,34.260
1030,34.294
1031,34.327
1032,34.360
1033,34.394
1034,34.427
1035,34.460
1036,34.494
1037,34.527
1038,34.560
1039,34.594
1040,34.627
1041,34.660
1042,34.694
1043,34.727
1044,34.760
1045,34.794
1046,34.827
1047,34.860
1048,34.894
1049,34.927
1050,34.960
1051,34.994
1052,35.027
1053,35.060
1054,35.094
1055,35.127
1056,35.160
1057,35.194
1058,35.227
1059,35.260
1060,35.294
1061,35.327
1062,35.360
1063,35.394
1064,35.427
1065,35.460
1066,35.494
1067,35.527
1068,35.560
1069,35.594
1070,35.627
1071,35.660
1072,35.694
1073,35.727
1074,35.760
1075,35.794
1076,35.827
1077,35.860
1078,35.894
1079,35.927
1080,35.960
1081,35.993
1082,36.027
1083,36.060
1084,36.093
1085,36.127
1086,36.160
1087,36.193
1088,36.227
1089,36.260
1090,36.293
1091,36.327
1092,36.360
1093,36.393
1094,36.427
1095,36.460
1096,36.493
1097,36.527
1098,36.560
1099,36.593
1100,36.627
1101,36.660
1102,36.693
1103,36.727
1104,36.760
1105,36.793
1106,36.827
1107,36.860
1108,36.893
1109,36.927
1110,36.960
1111,36.993
1112,37.027
1113,37.060
1114,37.093
1115,37.127
1116,37.160
1117,37.193
1118,37.227
1119,37.260
1120,37.293
1121,37.327
1122,37.360
1123,37.393
1124,37.427
1125,37.460
1126,37.493
1127,37.527
1128,37.560
1129,37.593
1130,37.627
1131,37.660
1132,37.693
1133,37.727
1134,37.760
1135,37.793
1136,37.826
1137,37.860
1138,37.893
1139,37.926
1140,37.960
1141,37.993
1142,38.026
1143,38.060
1144,38.093
1145,38.126
1146,38.160
1147,38.193
1148,38.226
1149,38.260
1150,38.293
1151,38.326
1152,38.360
1153,38.393
1154,38.426
1155,38.460
1156,38.493
1157,38.526
1158,38.560
1159,38.593
1160,38.626
1161,38.660
1162,38.693
1163,38.726
1164,38.760
1165,38.793
1166,38.826
1167,38.860
1168,38.893
1169,38.926
1170,38.960
1171,38.993
1172,39.026
1173,39.060
1174,39.093
1175,39.126
1176,39.160
1177,39.193
1178,39.226
1179,39.260
1180,39.293
1181,39.326
1182,39.360
1183,39.393
1184,39.426
1185,39.460
1186,39.493
1187,39.526
1188,39.559
1189,39.593
1190,39.626
1191,39.659
1192,39.693
1193,39.726
1194,39.759
1195,39.793
1196,39.826
1197,39.859
1198,39.893
1199,39.926
1200,39.959
1201,39.993
1202,40.026
1203,40.059
1204,40.093
1205,40.126
1206,40.159
1207,40.193
1208,40.226
1209,40.259
1210,40.293
1211,40.326
1212,40.359
1213,40.393
1214,40.426
1215,40.459
1216,40.493
1217,40.526
1218,40.559
1219,40.593
1220,40.626
1221,40.659
1222,40.693
1223,40.726
1224,40.759
1225,40.793
1226,40.826
1227,40.859
1228,40.893
1229,40.926
1230,40.959
1231,40.993
1232,41.026
1233,41.059
1234,41.093
1235,41.126
1236,41.159
1237,41.193
1238,41.226
1239,41.259
1240,41.292
1241,41.326
1242,41.359
1243,41.392
1244,41.426
1245,41.459
1246,41.492
1247,41.526
1248,41.559
1249,41.592
1250,41.626
1251,41.659
1252,41.692
1253,41.726
1254,41.759
1255,41.792
1256,41.826
1257,41.859
1258,41.892
1259,41.926
1260,41.959
1261,41.992
1262,42.026
1263,42.059
1264,42.092
1265,42.126
1266,42.159
1267,42.192
1268,42.226
1269,42.259
1270,42.292
1271,42.326
1272,42.359
1273,42.392
1274,42.426
1275,42.459
1276,42.492
1277,42.526
1278,42.559
1279,42.592
1280,42.626
1281,42.659
1282,42.692
1283,42.726
1284,42.759
1285,42.792
1286,42.826
1287,42.859
1288,42.892
1289,42.926
1290,42.959
1291,42.992
1292,43.025
1293,43.059
1294,43.092
1295,43.125
1296,43.159
1297,43.192
1298,43.225
1299,43.259
1300,43.292
1301,43.325
1302,43.359
1303,43.392
1304,43.425
1305,43.459
1306,43.492
1307,43.525
1308,43.559
1309,43.592
1310,43.625
1311,43.659
1312,43.692
1313,43.725
1314,43.759
1315,43.792
1316,43.825
1317,43.859
1318,43.892
1319,43.925
1320,43.959
1321,43.992
1322,44.025
1323,44.059
1324,44.092
1325,44.125
1326,44.159
1327,44.192
1328,44.225
1329,44.259
1330,44.292
1331,44.325
1332,44.359
1333,44.392
1334,44.425
1335,44.459
1336,44.492
1337,44.525
1338,44.559
1339,44.592
1340,44.625
1341,44.659
1342,44.692
1343,44.725
1344,44.758
1345,44.792
1346,44.825
1347,44.858
1348,44.892
1349,44.925
1350,44.958
1351,44.992
1352,45.025
1353,45.058
1354,45.092
1355,45.125
1356,45.158
1357,45.192
1358,45.225
1359,45.258
1360,45.292
1361,45.325
1362,45.358
1363,45.392
1364,45.425
1365,45.458
1366,45.492
1367,45.525
1368,45.558
1369,45.592
1370,45.625
1371,45.658
1372,45.692
1373,45.725
1374,45.758
1375,45.792
1376,45.825
1377,45.858
1378,45.892
1379,45.925
1380,45.958
1381,45.992
1382,46.025
1383,46.058
1384,46.092
1385,46.125
1386,46.158
1387,46.192
1388,46.225
1389,46.258
1390,46.292
1391,46.325
1392,46.358
1393,46.392
1394,46.425
1395,46.458
1396,46.492
1397,46.525
1398,46.558
1399,46.591
1400,46.625
1401,46.658
1402,46.691
1403,46.725
1404,46.758
1405,46.791
1406,46.825
1407,46.858
1408,46.891
1409,46.925
1410,46.958
1411,46.991
1412,47.025
1413,47.058
1414,47.091
1415,47.125
1416,47.158
1417,47.191
1418,47.225
1419,47.258
1420,47.291
1421,47.325
1422,47.358
1423,47.391
1424,47.425
1425,47.458
1426,47.491
1427,47.525
1428,47.558
1429,47.591
1430,47.625
1431,47.658
1432,47.691
1433,47.725
1434,47.758
1435,47.791
1436,47.825
1437,47.858
1438,47.891
1439,47.925
1440,47.958
1441,47.991
1442,48.025
1443,48.058
1444,48.091
1445,48.125
1446,48.158
1447,48.191
1448,48.225
1449,48.258
1450,48.291
1451,48.324
1452,48.358
1453,48.391
1454,48.424
1455,48.458
1456,48.491
1457,48.524
1458,48.558
1459,48.591
1460,48.624
1461,48.658
1462,48.691
1463,48.724
1464,48.758
1465,48.791
1466,48.824
1467,48.858
1468,48.891
1469,48.924
1470,48.958
1471,48.991
1472,49.024
1473,49.058
1474,49.091
1475,49.124
1476,49.158
1477,49.191
1478,49.224
1479,49.258
1480,49.291
1481,49.324
1482,49.358
1483,49.391
1484,49.424
1485,49.458
1486,49.491
1487,49.524
1488,49.558
1489,49.591
1490,49.624
1491,49.658
1492,49.691
1493,49.724
1494,49.758
1495,49.791
1496,49.824
1497,49.858
1498,49.891
1499,49.924
1500,49.958
1501,49.991
1502,50.024
1503,50.057
1504,50.091
1505,50.124
1506,50.157
1507,50.191
1508,50.224
1509,50.257
1510,50.291
1511,50.324
1512,50.357
1513,50.391
1514,50.424
1515,50.457
1516,50.491
1517,50.524
1518,50.557
1519,50.591
1520,50.624
1521,50.657
1522,50.691
1523,50.724
1524,50.757
1525,50.791
1526,50.824
1527,50.857
1528,50.891
1529,50.924
1530,50.957
1531,50.991
1532,51.024
1533,51.057
1534,51.091
1535,51.124
1536,51.157
1537,51.191
1538,51.224
1539,51.257
1540,51.291
1541,51.324
1542,51.357
1543,51.391
1544,51.424
1545,51.457
1546,51.491
1547,51.524
1548,51.557
1549,51.591
1550,51.624
1551,51.657
1552,51.691
1553,51.724
1554,51.757
1555,51.790
1556,51.824
1557,51.857
1558,51.890
1559,51.924
1560,51.957
1561,51.990
1562,52.024
1563,52.057
1564,52.090
1565,52.124
1566,52.157
1567,52.190
1568,52.224
1569,52.257
1570,52.290
1571,52.324
1572,52.357
1573,52.390
1574,52.424
1575,52.457
1576,52.490
1577,52.524
1578,52.557
1579,52.590
1580,52.624
1581,52.657
1582,52.690
1583,52.724
1584,52.757
1585,52.790
1586,52.824
1587,52.857
1588,52.890
1589,52.924
1590,52.957
1591,52.990
1592,53.024
1593,53.057
1594,53.090
1595,53.124
1596,53.157
1597,53.190
1598,53.224
1599,53.257
1600,53.290
1601,53.324
1602,53.357
1603,53.390
1604,53.424
1605,53.457
1606,53.490
1607,53.523
1608,53.557
1609,53.590
1610,53.623
1611,53.657
1612,53.690
1613,53.723
1614,53.757
1615,53.790
1616,53.823
1617,53.857
1618,53.890
1619,53.923
1620,53.957
1621,53.990
1622,54.023
1623,54.057
1624,54.090
1625,54.123
1626,54.157
1627,54.190
1628,54.223
1629,54.257
1630,54.290
1631,54.323
1632,54.357
1633,54.390
1634,54.423
1635,54.457
1636,54.490
1637,54.523
1638,54.557
1639,54.590
1640,54.623
1641,54.657
1642,54.690
1643,54.723
1644,54.757
1645,54.790
1646,54.823
1647,54.857
1648,54.890
1649,54.923
1650,54.957
1651,54.990
1652,55.023
1653,55.057
1654,55.090
1655,55.123
1656,55.157
1657,55.190
1658,55.223
1659,55.257
1660,55.290
1661,55.323
1662,55.356
1663,55.390
1664,55.423
1665,55.456
1666,55.490
1667,55.523
1668,55.556
1669,55.590
1670,55.623
1671,55.656
1672,55.690
1673,55.723
1674,55.756
1675,55.790
1676,55.823
1677,55.856
1678,55.890
1679,55.923
1680,55.956
1681,55.990
1682,56.023
1683,56.056
1684,56.090
1685,56.123
1686,56.156
1687,56.190
1688,56.223
1689,56.256
1690,56.290
1691,56.323
1692,56.356
1693,56.390
1694,56.423
1695,56.456
1696,56.490
1697,56.523
1698,56.556
1699,56.590
1700,56.623
1701,56.656
1702,56.690
1703,56.723
1704,56.756
1705,56.790
1706,56.823
1707,56.856
1708,56.890
1709,56.923
1710,56.956
1711,56.990
1712,57.023
1713,57.056
1714,57.089
1715,57.123
1716,57.156
1717,57.189
1718,57.223
1719,57.256
1720,57.289
1721,57.323
1722,57.356
1723,57.389
1724,57.423
1725,57.456
1726,57.489
1727,57.523
1728,57.556
1729,57.589
1730,57.623
1731,57.656
1732,57.689
1733,57.723
1734,57.756
1735,57.789
1736,57.823
1737,57.856
1738,57.889
1739,57.923
1740,57.956
1741,57.989
1742,58.023
1743,58.056
1744,58.089
1745,58.123
1746,58.156
1747,58.189
1748,58.223
1749,58.256
1750,58.289
1751,58.323
1752,58.356
1753,58.389
1754,58.423
1755,58.456
1756,58.489
1757,58.523
1758,58.556
1759,58.589
1760,58.623
1761,58.656
1762,58.689
1763,58.723
1764,58.756
1765,58.789
1766,58.822
1767,58.856
1768,58.889
1769,58.922
1770,58.956
1771,58.989
1772,59.022
1773,59.056
1774,59.089
1775,59.122
1776,59.156
1777,59.189
1778,59.222
1779,59.256
1780,59.289
1781,59.322
1782,59.356
1783,59.389
1784,59.422
1785,59.456
1786,59.489
1787,59.522
1788,59.556
1789,59.589
1790,59.622
1791,59.656
1792,59.689
1793,59.722
1794,59.756
1795,59.789
1796,59.822
1797,59.856
1798,59.889
1799,59.922
1800,59.956
1801,59.989
1802,60.022
1803,60.056
1804,60.089
1805,60.122
1806,60.156
1807,60.189
1808,60.222
1809,60.256
1810,60.289
1811,60.322
1812,60.356
1813,60.389
1814,60.422
1815,60.456
1816,60.489
1817,60.522
1818,60.555
1819,60.589
1820,60.622
1821,60.655
1822,60.689
1823,60.722
1824,60.755
1825,60.789
1826,60.822
1827,60.855
1828,60.889
1829,60.922
1830,60.955
1831,60.989
1832,61.022
1833,61.055
1834,61.089
1835,61.122
1836,61.155
1837,61.189
1838,61.222
1839,61.255
1840,61.289
1841,61.322
1842,61.355
1843,61.389
1844,61.422
1845,61.455
1846,61.489
1847,61.522
1848,61.555
1849,61.589
1850,61.622
1851,61.655
1852,61.689
1853,61.722
1854,61.755
1855,61.789
1856,61.822
1857,61.855
1858,61.889
1859,61.922
1860,61.955
1861,61.989
1862,62.022
1863,62.055
1864,62.089
1865,62.122
1866,62.155
1867,62.189
1868,62.222
1869,62.255
1870,62.288
1871,62.322
1872,62.355
1873,62.388
1874,62.422
1875,62.455
1876,62.488
1877,62.522
1878,62.555
1879,62.588
1880,62.622
1881,62.655
1882,62.688
1883,62.722
1884,62.755
1885,62.788
1886,62.822
1887,62.855
1888,62.888
1889,62.922
1890,62.955
1891,62.988
1892,63.022
1893,63.055
1894,63.088
1895,63.122
1896,63.155
1897,63.188
1898,63.222
1899,63.255
1900,63.288
1901,63.322
1902,63.355
1903,63.388
1904,63.422
1905,63.455
1906,63.488
1907,63.522
1908,63.555
1909,63.588
1910,63.622
1911,63.655
1912,63.688
1913,63.722
1914,63.755
1915,63.788
1916,63.822
1917,63.855
1918,63.888
1919,63.922
1920,63.955
1921,63.988
1922,64.022
1923,64.055
1924,64.088
1925,64.121
1926,64.155
1927,64.188
1928,64.221
1929,64.255
1930,64.288
1931,64.321
1932,64.355
1933,64.388
1934,64.421
1935,64.455
1936,64.488
1937,64.521
1938,64.555
1939,64.588
1940,64.621
1941,64.655
1942,64.688
1943,64.721
1944,64.755
1945,64.788
1946,64.821
1947,64.855
1948,64.888
1949,64.921
1950,64.955
1951,64.988
1952,65.021
1953,65.055
1954,65.088
1955,65.121
1956,65.155
1957,65.188
1958,65.221
1959,65.255
1960,65.288
1961,65.321
1962,65.355
1963,65.388
1964,65.421
1965,65.455
1966,65.488
1967,65.521
1968,65.555
1969,65.588
1970,65.621
1971,65.655
1972,65.688
1973,65.721
1974,65.755
1975,65.788
1976,65.821
1977,65.854
1978,65.888
1979,65.921
1980,65.954
1981,65.988
1982,66.021
1983,66.054
1984,66.088
1985,66.121
1986,66.154
1987,66.188
1988,66.221
1989,66.254
1990,66.288
1991,66.321
1992,66.354
1993,66.388
1994,66.421
1995,66.454
1996,66.488
1997,66.521
1998,66.554
1999,66.588
2000,66.621
2001,66.654
2002,66.688
2003,66.721
2004,66.754
2005,66.788
2006,66.821
2007,66.854
2008,66.888
2009,66.921
2010,66.954
2011,66.988
2012,67.021
2013,67.054
2014,67.088
2015,67.121
2016,67.154
2017,67.188
2018,67.221
2019,67.254
2020,67.288
2021,67.321
2022,67.354
2023,67.388
2024,67.421
2025,67.454
2026,67.488
2027,67.521
2028,67.554
2029,67.587
2030,67.621
2031,67.654
2032,67.687
2033,67.721
2034,67.754
2035,67.787
2036,67.821
2037,67.854
2038,67.887
2039,67.921
2040,67.954
2041,67.987
2042,68.021
2043,68.054
2044,68.087
2045,68.121
2046,68.154
2047,68.187
2048,68.221
2049,68.254
2050,68.287
2051,68.321
2052,68.354
2053,68.387
2054,68.421
2055,68.454
2056,68.487
2057,68.521
2058,68.554
2059,68.587
2060,68.621
2061,68.654
2062,68.687
2063,68.721
2064,68.754
2065,68.787
2066,68.821
2067,68.854
2068,68.887
2069,68.921
2070,68.954
2071,68.987
2072,69.021
2073,69.054
2074,69.087
2075,69.121
2076,69.154
2077,69.187
2078,69.221
2079,69.254
2080,69.287
2081,69.320
2082,69.354
2083,69.387
2084,69.420
2085,69.454
2086,69.487
2087,69.520
2088,69.554
2089,69.587
2090,69.620
2091,69.654
2092,69.687
2093,69.720
2094,69.754
2095,69.787
2096,69.820
2097,69.854
2098,69.887
2099,69.920
2100,69.954
2101,69.987
2102,70.020
2103,70.054
2104,70.087
2105,70.120
2106,70.154
2107,70.187
2108,70.220
2109,70.254
2110,70.287
2111,70.320
2112,70.354
2113,70.387
2114,70.420
2115,70.454
2116,70.487
2117,70.520
2118,70.554
2119,70.587
2120,70.620
2121,70.654
2122,70.687
2123,70.720
2124,70.754
2125,70.787
2126,70.820
2127,70.854
2128,70.887
2129,70.920
2130,70.954
2131,70.987
2132,71.020
2133,71.053
2134,71.087
2135,71.120
2136,71.153
2137,71.187
2138,71.220
2139,71.253
2140,71.287
