frame,time
7488,249.520
7489,249.553
7490,249.586
7491,249.620
7492,249.653
7493,249.686
7494,249.720
7495,249.753
7496,249.786
7497,249.820
7498,249.853
7499,249.886
7500,249.920
7501,249.953
7502,249.986
7503,250.019
7504,250.053
7505,250.086
7506,250.119
7507,250.153
7508,250.186
7509,250.219
7510,250.253
7511,250.286
7512,250.319
7513,250.353
7514,250.386
7515,250.419
7516,250.453
7517,250.486
7518,250.519
7519,250.553
7520,250.586
7521,250.619
7522,250.653
7523,250.686
7524,250.719
7525,250.753
7526,250.786
7527,250.819
7528,250.853
7529,250.886
7530,250.919
7531,250.953
7532,250.986
7533,251.019
7534,251.053
7535,251.086
7536,251.119
7537,251.153
7538,251.186
7539,251.219
7540,251.253
7541,251.286
7542,251.319
7543,251.353
7544,251.386
7545,251.419
7546,251.453
7547,251.486
7548,251.519
7549,251.553
7550,251.586
7551,251.619
7552,251.653
7553,251.686
7554,251.719
7555,251.752
7556,251.786
7557,251.819
7558,251.852
7559,251.886
7560,251.919
7561,251.952
7562,251.986
7563,252.019
7564,252.052
7565,252.086
7566,252.119
7567,252.152
7568,252.186
7569,252.219
7570,252.252
7571,252.286
7572,252.319
7573,252.352
7574,252.386
7575,252.419
7576,252.452
7577,252.486
7578,252.519
7579,252.552
7580,252.586
7581,252.619
7582,252.652
7583,252.686
7584,252.719
7585,252.752
7586,252.786
7587,252.819
7588,252.852
7589,252.886
7590,252.919
7591,252.952
7592,252.986
7593,253.019
7594,253.052
7595,253.086
7596,253.119
7597,253.152
7598,253.186
7599,253.219
7600,253.252
7601,253.286
7602,253.319
7603,253.352
7604,253.386
7605,253.419
7606,253.452
7607,253.485
7608,253.519
7609,253.552
7610,253.585
7611,253.619
7612,253.652
7613,253.685
7614,253.719
7615,253.752
7616,253.785
7617,253.819
7618,253.852
7619,253.885
7620,253.919
7621,253.952
7622,253.985
7623,254.019
7624,254.052
7625,254.085
7626,254.119
7627,254.152
7628,254.185
7629,254.219
7630,254.252
7631,254.285
7632,254.319
7633,254.352
7634,254.385
7635,254.419
7636,254.452
7637,254.485
7638,254.519
7639,254.552
7640,254.585
7641,254.619
7642,254.652
7643,254.685
7644,254.719
7645,254.752
7646,254.785
7647,254.819
7648,254.852
7649,254.885
7650,254.919
7651,254.952
7652,254.985
7653,255.019
7654,255.052
7655,255.085
7656,255.119
7657,255.152
7658,255.185
7659,255.219
7660,255.252
7661,255.285
7662,255.318
7663,255.352
7664,255.385
7665,255.418
7666,255.452
7667,255.485
7668,255.518
7669,255.552
7670,255.585
7671,255.618
7672,255.652
7673,255.685
7674,255.718
7675,255.752
7676,255.785
7677,255.818
7678,255.852
7679,255.885
7680,255.918
7681,255.952
7682,255.985
7683,256.018
7684,256.052
7685,256.085
7686,256.118
7687,256.152
7688,256.185
7689,256.218
7690,256.252
7691,256.285
7692,256.318
7693,256.352
7694,256.385
7695,256.418
7696,256.452
7697,256.485
7698,256.518
7699,256.552
7700,256.585
7701,256.618
7702,256.652
7703,256.685
7704,256.718
7705,256.752
7706,256.785
7707,256.818
7708,256.852
7709,256.885
7710,256.918
7711,256.952
7712,256.985
7713,257.018
7714,257.051
7715,257.085
7716,257.118
7717,257.151
7718,257.185
7719,257.218
7720,257.251
7721,257.285
7722,257.318
7723,257.351
7724,257.385
7725,257.418
7726,257.451
7727,257.485
7728,257.518
7729,257.551
7730,257.585
7731,257.618
7732,257.651
7733,257.685
7734,257.718
7735,257.751
7736,257.785
7737,257.818
7738,257.851
7739,257.885
7740,257.918
7741,257.951
7742,257.985
7743,258.018
7744,258.051
7745,258.085
7746,258.118
7747,258.151
7748,258.185
7749,258.218
7750,258.251
7751,258.285
7752,258.318
7753,258.351
7754,258.385
7755,258.418
7756,258.451
7757,258.485
7758,258.518
7759,258.551
7760,258.585
7761,258.618
7762,258.651
7763,258.685
7764,258.718
7765,258.751
7766,258.784
7767,258.818
7768,258.851
7769,258.884
7770,258.918
7771,258.951
7772,258.984
7773,259.018
7774,259.051
7775,259.084
7776,259.118
7777,259.151
7778,259.184
7779,259.218
7780,259.251
7781,259.284
7782,259.318
7783,259.351
7784,259.384
7785,259.418
7786,259.451
7787,259.484
7788,259.518
7789,259.551
7790,259.584
7791,259.618
7792,259.651
7793,259.684
7794,259.718
7795,259.751
7796,259.784
7797,259.818
7798,259.851
7799,259.884
7800,259.918
7801,259.951
7802,259.984
7803,260.018
7804,260.051
7805,260.084
7806,260.118
7807,260.151
7808,260.184
7809,260.218
7810,260.251
7811,260.284
7812,260.318
7813,260.351
7814,260.384
7815,260.418
7816,260.451
7817,260.484
7818,260.517
7819,260.551
7820,260.584
7821,260.617
7822,260.651
7823,260.684
7824,260.717
7825,260.751
7826,260.784
7827,260.817
7828,260.851
7829,260.884
7830,260.917
7831,260.951
7832,260.984
7833,261.017
7834,261.051
7835,261.084
7836,261.117
7837,261.151
7838,261.184
7839,261.217
7840,261.251
7841,261.284
7842,261.317
7843,261.351
7844,261.384
7845,261.417
7846,261.451
7847,261.484
7848,261.517
7849,261.551
7850,261.584
7851,261.617
7852,261.651
7853,261.684
7854,261.717
7855,261.751
7856,261.784
7857,261.817
7858,261.851
7859,261.884
7860,261.917
7861,261.951
7862,261.984
7863,262.017
7864,262.051
7865,262.084
7866,262.117
7867,262.151
7868,262.184
7869,262.217
7870,262.250
7871,262.284
7872,262.317
7873,262.350
7874,262.384
7875,262.417
7876,262.450
7877,262.484
7878,262.517
7879,262.550
7880,262.584
7881,262.617
7882,262.650
7883,262.684
7884,262.717
7885,262.750
7886,262.784
7887,262.817
7888,262.850
7889,262.884
7890,262.917
7891,262.950
7892,262.984
7893,263.017
7894,263.050
7895,263.084
7896,263.117
7897,263.150
7898,263.184
7899,263.217
7900,263.250
7901,263.284
7902,263.317
7903,263.350
7904,263.384
7905,263.417
7906,263.450
7907,263.484
7908,263.517
7909,263.550
7910,263.584
7911,263.617
7912,263.650
7913,263.684
7914,263.717
7915,263.750
7916,263.784
7917,263.817
7918,263.850
7919,263.884
7920,263.917
7921,263.950
7922,263.984
7923,264.017
7924,264.050
7925,264.083
7926,264.117
7927,264.150
7928,264.183
7929,264.217
7930,264.250
7931,264.283
7932,264.317
7933,264.350
7934,264.383
7935,264.417
7936,264.450
7937,264.483
7938,264.517
7939,264.550
7940,264.583
7941,264.617
7942,264.650
7943,264.683
7944,264.717
7945,264.750
7946,264.783
7947,264.817
7948,264.850
7949,264.883
7950,264.917
7951,264.950
7952,264.983
7953,265.017
7954,265.050
7955,265.083
7956,265.117
7957,265.150
7958,265.183
7959,265.217
7960,265.250
7961,265.283
7962,265.317
7963,265.350
7964,265.383
7965,265.417
7966,265.450
7967,265.483
7968,265.517
7969,265.550
7970,265.583
7971,265.617
7972,265.650
7973,265.683
7974,265.717
7975,265.750
7976,265.783
7977,265.816
7978,265.850
7979,265.883
7980,265.916
7981,265.950
7982,265.983
7983,266.016
7984,266.050
7985,266.083
7986,266.116
7987,266.150
7988,266.183
7989,266.216
7990,266.250
7991,266.283
7992,266.316
7993,266.350
7994,266.383
7995,266.416
7996,266.450
7997,266.483
7998,266.516
7999,266.550
8000,266.583
8001,266.616
8002,266.650
8003,266.683
8004,266.716
8005,266.750
8006,266.783
8007,266.816
8008,266.850
8009,266.883
8010,266.916
8011,266.950
8012,266.983
8013,267.016
8014,267.050
8015,267.083
8016,267.116
8017,267.150
8018,267.183
8019,267.216
8020,267.250
8021,267.283
8022,267.316
8023,267.350
8024,267.383
8025,267.416
8026,267.450
8027,267.483
8028,267.516
8029,267.549
8030,267.583
8031,267.616
8032,267.649
8033,267.683
8034,267.716
8035,267.749
8036,267.783
8037,267.816
8038,267.849
8039,267.883
8040,267.916
8041,267.949
8042,267.983
8043,268.016
8044,268.049
8045,268.083
8046,268.116
8047,268.149
8048,268.183
8049,268.216
8050,268.249
8051,268.283
8052,268.316
8053,268.349
8054,268.383
8055,268.416
8056,268.449
8057,268.483
8058,268.516
8059,268.549
8060,268.583
8061,268.616
8062,268.649
8063,268.683
8064,268.716
8065,268.749
8066,268.783
8067,268.816
8068,268.849
8069,268.883
8070,268.916
8071,268.949
8072,268.983
8073,269.016
8074,269.049
8075,269.083
8076,269.116
8077,269.149
8078,269.183
8079,269.216
8080,269.249
8081,269.282
8082,269.316
8083,269.349
8084,269.382
8085,269.416
8086,269.449
8087,269.482
8088,269.516
8089,269.549
8090,269.582
8091,269.616
8092,269.649
8093,269.682
8094,269.716
8095,269.749
8096,269.782
8097,269.816
8098,269.849
8099,269.882
8100,269.916
8101,269.949
8102,269.982
8103,270.016
8104,270.049
8105,270.082
8106,270.116
8107,270.149
8108,270.182
8109,270.216
8110,270.249
8111,270.282
8112,270.316
8113,270.349
8114,270.382
8115,270.416
8116,270.449
8117,270.482
8118,270.516
8119,270.549
8120,270.582
8121,270.616
8122,270.649
8123,270.682
8124,270.716
8125,270.749
8126,270.782
8127,270.816
8128,270.849
8129,270.882
8130,270.916
8131,270.949
8132,270.982
8133,271.015
8134,271.049
8135,271.082
8136,271.115
8137,271.149
8138,271.182
8139,271.215
8140,271.249
8141,271.282
8142,271.315
8143,271.349
8144,271.382
8145,271.415
8146,271.449
8147,271.482
8148,271.515
8149,271.549
8150,271.582
8151,271.615
8152,271.649
8153,271.682
8154,271.715
8155,271.749
8156,271.782
8157,271.815
8158,271.849
8159,271.882
8160,271.915
8161,271.949
8162,271.982
8163,272.015
8164,272.049
8165,272.082
8166,272.115
8167,272.149
8168,272.182
8169,272.215
8170,272.249
8171,272.282
8172,272.315
8173,272.349
8174,272.382
8175,272.415
8176,272.449
8177,272.482
8178,272.515
8179,272.549
8180,272.582
8181,272.615
8182,272.649
8183,272.682
8184,272.715
8185,272.749
8186,272.782
8187,272.815
8188,272.848
8189,272.882
8190,272.915
8191,272.948
8192,272.982
8193,273.015
8194,273.048
8195,273.082
8196,273.115
8197,273.148
8198,273.182
8199,273.215
8200,273.248
8201,273.282
8202,273.315
8203,273.348
8204,273.382
8205,273.415
8206,273.448
8207,273.482
8208,273.515
8209,273.548
8210,273.582
8211,273.615
8212,273.648
8213,273.682
8214,273.715
8215,273.748
8216,273.782
8217,273.815
8218,273.848
8219,273.882
8220,273.915
8221,273.948
8222,273.982
8223,274.015
8224,274.048
8225,274.082
8226,274.115
8227,274.148
8228,274.182
8229,274.215
8230,274.248
8231,274.282
8232,274.315
8233,274.348
8234,274.382
8235,274.415
8236,274.448
8237,274.482
8238,274.515
8239,274.548
8240,274.581
8241,274.615
8242,274.648
8243,274.681
8244,274.715
8245,274.748
8246,274.781
8247,274.815
8248,274.848
8249,274.881
8250,274.915
8251,274.948
8252,274.981
8253,275.015
8254,275.048
8255,275.081
8256,275.115
8257,275.148
8258,275.181
8259,275.215
8260,275.248
8261,275.281
8262,275.315
8263,275.348
8264,275.381
8265,275.415
8266,275.448
8267,275.481
8268,275.515
8269,275.548
8270,275.581
8271,275.615
8272,275.648
8273,275.681
8274,275.715
8275,275.748
8276,275.781
8277,275.815
8278,275.848
8279,275.881
8280,275.915
8281,275.948
8282,275.981
8283,276.015
8284,276.048
8285,276.081
8286,276.115
8287,276.148
8288,276.181
8289,276.215
8290,276.248
8291,276.281
8292,276.314
8293,276.348
8294,276.381
8295,276.414
8296,276.448
8297,276.481
8298,276.514
8299,276.548
8300,276.581
8301,276.614
8302,276.648
8303,276.681
8304,276.714
8305,276.748
8306,276.781
8307,276.814
8308,276.848
8309,276.881
8310,276.914
8311,276.948
8312,276.981
8313,277.014
8314,277.048
8315,277.081
8316,277.114
8317,277.148
8318,277.181
8319,277.214
8320,277.248
8321,277.281
8322,277.314
8323,277.348
8324,277.381
8325,277.414
8326,277.448
8327,277.481
8328,277.514
8329,277.548
8330,277.581
8331,277.614
8332,277.648
8333,277.681
8334,277.714
8335,277.748
8336,277.781
8337,277.814
8338,277.848
8339,277.881
8340,277.914
8341,277.948
8342,277.981
8343,278.014
8344,278.047
8345,278.081
8346,278.114
8347,278.147
8348,278.181
8349,278.214
8350,278.247
8351,278.281
8352,278.314
8353,278.347
8354,278.381
8355,278.414
8356,278.447
8357,278.481
8358,278.514
8359,278.547
8360,278.581
8361,278.614
8362,278.647
8363,278.681
8364,278.714
8365,278.747
8366,278.781
8367,278.814
8368,278.847
8369,278.881
8370,278.914
8371,278.947
8372,278.981
8373,279.014
8374,279.047
8375,279.081
8376,279.114
8377,279.147
8378,279.181
8379,279.214
8380,279.247
8381,279.281
8382,279.314
8383,279.347
8384,279.381
8385,279.414
8386,279.447
8387,279.481
8388,279.514
8389,279.547
8390,279.581
8391,279.614
8392,279.647
8393,279.681
8394,279.714
8395,279.747
8396,279.781
8397,279.814
8398,279.847
8399,279.880
8400,279.914
8401,279.947
8402,279.980
8403,280.014
8404,280.047
8405,280.080
8406,280.114
8407,280.147
8408,280.180
8409,280.214
8410,280.247
8411,280.280
8412,280.314
8413,280.347
8414,280.380
8415,280.414
8416,280.447
8417,280.480
8418,280.514
8419,280.547
8420,280.580
8421,280.614
8422,280.647
8423,280.680
8424,280.714
8425,280.747
8426,280.780
8427,280.814
8428,280.847
8429,280.880
8430,280.914
8431,280.947
8432,280.980
8433,281.014
8434,281.047
8435,281.080
8436,281.114
8437,281.147
8438,281.180
8439,281.214
8440,281.247
8441,281.280
8442,281.314
8443,281.347
8444,281.380
8445,281.414
8446,281.447
8447,281.480
8448,281.514
8449,281.547
8450,281.580
8451,281.613
8452,281.647
8453,281.680
8454,281.713
8455,281.747
8456,281.780
8457,281.813
8458,281.847
8459,281.880
8460,281.913
8461,281.947
8462,281.980
8463,282.013
8464,282.047
8465,282.080
8466,282.113
8467,282.147
8468,282.180
8469,282.213
8470,282.247
8471,282.280
8472,282.313
8473,282.347
8474,282.380
8475,282.413
8476,282.447
8477,282.480
8478,282.513
8479,282.547
8480,282.580
8481,282.613
8482,282.647
8483,282.680
8484,282.713
8485,282.747
8486,282.780
8487,282.813
8488,282.847
8489,282.880
8490,282.913
8491,282.947
8492,282.980
8493,283.013
8494,283.047
8495,283.080
8496,283.113
8497,283.147
8498,283.180
8499,283.213
8500,283.247
8501,283.280
8502,283.313
8503,283.346
8504,283.380
8505,283.413
8506,283.446
8507,283.480
8508,283.513
8509,283.546
8510,283.580
8511,283.613
8512,283.646
8513,283.680
8514,283.713
8515,283.746
8516,283.780
8517,283.813
8518,283.846
8519,283.880
8520,283.913
8521,283.946
8522,283.980
8523,284.013
8524,284.046
8525,284.080
8526,284.113
8527,284.146
8528,284.180
8529,284.213
8530,284.246
8531,284.280
8532,284.313
8533,284.346
8534,284.380
8535,284.413
8536,284.446
8537,284.480
8538,284.513
8539,284.546
8540,284.580
8541,284.613
8542,284.646
8543,284.680
8544,284.713
8545,284.746
8546,284.780
8547,284.813
8548,284.846
8549,284.880
8550,284.913
8551,284.946
8552,284.980
8553,285.013
8554,285.046
8555,285.079
8556,285.113
8557,285.146
8558,285.179
8559,285.213
8560,285.246
8561,285.279
8562,285.313
8563,285.346
8564,285.379
8565,285.413
8566,285.446
8567,285.479
8568,285.513
8569,285.546
8570,285.579
8571,285.613
8572,285.646
8573,285.679
8574,285.713
8575,285.746
8576,285.779
8577,285.813
8578,285.846
8579,285.879
8580,285.913
8581,285.946
8582,285.979
8583,286.013
8584,286.046
8585,286.079
8586,286.113
8587,286.146
8588,286.179
8589,286.213
8590,286.246
8591,286.279
8592,286.313
8593,286.346
8594,286.379
8595,286.413
8596,286.446
8597,286.479
8598,286.513
8599,286.546
8600,286.579
8601,286.613
8602,286.646
8603,286.679
8604,286.713
8605,286.746
8606,286.779
8607,286.812
8608,286.846
8609,286.879
8610,286.912
8611,286.946
8612,286.979
8613,287.012
8614,287.046
8615,287.079
8616,287.112
8617,287.146
8618,287.179
8619,287.212
8620,287.246
8621,287.279
8622,287.312
8623,287.346
8624,287.379
8625,287.412
8626,287.446
8627,287.479
8628,287.512
8629,287.546
8630,287.579
8631,287.612
8632,287.646
8633,287.679
8634,287.712
8635,287.746
8636,287.779
8637,287.812
8638,287.846
8639,287.879
8640,287.912
8641,287.946
8642,287.979
8643,288.012
8644,288.046
8645,288.079
8646,288.112
8647,288.146
8648,288.179
8649,288.212
8650,288.246
8651,288.279
8652,288.312
8653,288.346
8654,288.379
8655,288.412
8656,288.446
8657,288.479
8658,288.512
8659,288.546
8660,288.579
8661,288.612
8662,288.645
8663,288.679
8664,288.712
8665,288.745
8666,288.779
8667,288.812
8668,288.845
8669,288.879
8670,288.912
8671,288.945
8672,288.979
8673,289.012
8674,289.045
8675,289.079
8676,289.112
8677,289.145
8678,289.179
8679,289.212
8680,289.245
8681,289.279
8682,289.312
8683,289.345
8684,289.379
8685,289.412
8686,289.445
8687,289.479
8688,289.512
8689,289.545
8690,289.579
8691,289.612
8692,289.645
8693,289.679
8694,289.712
8695,289.745
8696,289.779
8697,289.812
8698,289.845
8699,289.879
8700,289.912
8701,289.945
8702,289.979
8703,290.012
8704,290.045
8705,290.079
8706,290.112
8707,290.145
8708,290.179
8709,290.212
8710,290.245
8711,290.279
8712,290.312
8713,290.345
8714,290.378
8715,290.412
8716,290.445
8717,290.478
8718,290.512
8719,290.545
8720,290.578
8721,290.612
8722,290.645
8723,290.678
8724,290.712
8725,290.745
8726,290.778
8727,290.812
8728,290.845
8729,290.878
8730,290.912
8731,290.945
8732,290.978
8733,291.012
8734,291.045
8735,291.078
8736,291.112
8737,291.145
8738,291.178
8739,291.212
8740,291.245
8741,291.278
8742,291.312
8743,291.345
8744,291.378
8745,291.412
8746,291.445
8747,291.478
8748,291.512
8749,291.545
8750,291.578
8751,291.612
8752,291.645
8753,291.678
8754,291.712
8755,291.745
8756,291.778
8757,291.812
8758,291.845
8759,291.878
8760,291.912
8761,291.945
8762,291.978
8763,292.012
8764,292.045
8765,292.078
8766,292.111
8767,292.145
8768,292.178
8769,292.211
8770,292.245
8771,292.278
8772,292.311
8773,292.345
8774,292.378
8775,292.411
8776,292.445
8777,292.478
8778,292.511
8779,292.545
8780,292.578
8781,292.611
8782,292.645
8783,292.678
8784,292.711
8785,292.745
8786,292.778
8787,292.811
8788,292.845
8789,292.878
8790,292.911
8791,292.945
8792,292.978
8793,293.011
8794,293.045
8795,293.078
8796,293.111
8797,293.145
8798,293.178
8799,293.211
8800,293.245
8801,293.278
8802,293.311
8803,293.345
8804,293.378
8805,293.411
8806,293.445
8807,293.478
8808,293.511
8809,293.545
8810,293.578
8811,293.611
8812,293.645
8813,293.678
8814,293.711
8815,293.745
8816,293.778
8817,293.811
8818,293.844
8819,293.878
8820,293.911
8821,293.944
8822,293.978
8823,294.011
8824,294.044
8825,294.078
8826,294.111
8827,294.144
8828,294.178
8829,294.211
8830,294.244
8831,294.278
8832,294.311
8833,294.344
8834,294.378
8835,294.411
8836,294.444
8837,294.478
8838,294.511
8839,294.544
8840,294.578
8841,294.611
8842,294.644
8843,294.678
8844,294.711
8845,294.744
8846,294.778
8847,294.811
8848,294.844
8849,294.878
8850,294.911
8851,294.944
8852,294.978
8853,295.011
8854,295.044
8855,295.078
8856,295.111
8857,295.144
8858,295.178
8859,295.211
8860,295.244
8861,295.278
8862,295.311
8863,295.344
8864,295.378
8865,295.411
8866,295.444
8867,295.478
8868,295.511
8869,295.544
8870,295.577
8871,295.611
8872,295.644
8873,295.677
8874,295.711
8875,295.744
8876,295.777
8877,295.811
8878,295.844
8879,295.877
8880,295.911
8881,295.944
8882,295.977
8883,296.011
8884,296.044
8885,296.077
8886,296.111
8887,296.144
8888,296.177
8889,296.211
8890,296.244
8891,296.277
8892,296.311
8893,296.344
8894,296.377
8895,296.411
8896,296.444
8897,296.477
8898,296.511
8899,296.544
8900,296.577
8901,296.611
8902,296.644
8903,296.677
8904,296.711
8905,296.744
8906,296.777
8907,296.811
8908,296.844
8909,296.877
8910,296.911
8911,296.944
8912,296.977
8913,297.011
8914,297.044
8915,297.077
8916,297.111
8917,297.144
8918,297.177
8919,297.211
8920,297.244
8921,297.277
8922,297.311
8923,297.344
8924,297.377
8925,297.410
8926,297.444
8927,297.477
8928,297.510
8929,297.544
8930,297.577
8931,297.610
8932,297.644
8933,297.677
8934,297.710
8935,297.744
8936,297.777
8937,297.810
8938,297.844
8939,297.877
8940,297.910
8941,297.944
8942,297.977
8943,298.010
8944,298.044
8945,298.077
8946,298.110
8947,298.144
8948,298.177
8949,298.210
8950,298.244
8951,298.277
8952,298.310
8953,298.344
8954,298.377
8955,298.410
8956,298.444
8957,298.477
8958,298.510
8959,298.544
8960,298.577
8961,298.610
8962,298.644
8963,298.677
8964,298.710
8965,298.744
8966,298.777
8967,298.810
8968,298.844
8969,298.877
8970,298.910
8971,298.944
8972,298.977
8973,299.010
8974,299.044
8975,299.077
8976,299.110
8977,299.143
8978,299.177
8979,299.210
8980,299.243
8981,299.277
8982,299.310
8983,299.343
8984,299.377
8985,299.410
8986,299.443
8987,299.477
8988,299.510
8989,299.543
8990,299.577
8991,299.610
8992,299.643
8993,299.677
8994,299.710
8995,299.743
8996,299.777
8997,299.810
8998,299.843
8999,299.877
9000,299.910
9001,299.943
9002,299.977
9003,300.010
9004,300.043
9005,300.077
9006,300.110
9007,300.143
9008,300.177
9009,300.210
9010,300.243
9011,300.277
9012,300.310
9013,300.343
9014,300.377
9015,300.410
9016,300.443
9017,300.477
9018,300.510
9019,300.543
9020,300.577
9021,300.610
9022,300.643
9023,300.677
9024,300.710
9025,300.743
9026,300.777
9027,300.810
9028,300.843
9029,300.876
9030,300.910
9031,300.943
9032,300.976
9033,301.010
9034,301.043
9035,301.076
9036,301.110
9037,301.143
9038,301.176
9039,301.210
9040,301.243
9041,301.276
9042,301.310
9043,301.343
9044,301.376
9045,301.410
9046,301.443
9047,301.476
9048,301.510
9049,301.543
9050,301.576
9051,301.610
9052,301.643
9053,301.676
9054,301.710
9055,301.743
9056,301.776
9057,301.810
9058,301.843
9059,301.876
9060,301.910
9061,301.943
9062,301.976
9063,302.010
9064,302.043
9065,302.076
9066,302.110
9067,302.143
9068,302.176
9069,302.210
9070,302.243
9071,302.276
9072,302.310
9073,302.343
9074,302.376
9075,302.410
9076,302.443
9077,302.476
9078,302.510
9079,302.543
9080,302.576
9081,302.609
9082,302.643
9083,302.676
9084,302.709
9085,302.743
9086,302.776
9087,302.809
9088,302.843
9089,302.876
9090,302.909
9091,302.943
9092,302.976
9093,303.009
9094,303.043
9095,303.076
9096,303.109
9097,303.143
9098,303.176
9099,303.209
9100,303.243
9101,303.276
9102,303.309
9103,303.343
9104,303.376
9105,303.409
9106,303.443
9107,303.476
9108,303.509
9109,303.543
9110,303.576
9111,303.609
9112,303.643
9113,303.676
9114,303.709
9115,303.743
9116,303.776
9117,303.809
9118,303.843
9119,303.876
9120,303.909
9121,303.943
9122,303.976
9123,304.009
9124,304.043
9125,304.076
9126,304.109
9127,304.143
9128,304.176
9129,304.209
9130,304.243
9131,304.276
9132,304.309
9133,304.342
9134,304.376
9135,304.409
9136,304.442
9137,304.476
9138,304.509
9139,304.542
9140,304.576
9141,304.609
9142,304.642
9143,304.676
9144,304.709
9145,304.742
9146,304.776
9147,304.809
9148,304.842
9149,304.876
9150,304.909
9151,304.942
9152,304.976
9153,305.009
9154,305.042
9155,305.076
9156,305.109
9157,305.142
9158,305.176
9159,305.209
9160,305.242
9161,305.276
9162,305.309
9163,305.342
9164,305.376
9165,305.409
9166,305.442
9167,305.476
9168,305.509
9169,305.542
9170,305.576
9171,305.609
9172,305.642
9173,305.676
9174,305.709
9175,305.742
9176,305.776
9177,305.809
9178,305.842
9179,305.876
9180,305.909
9181,305.942
9182,305.976
9183,306.009
9184,306.042
9185,306.076
9186,306.109
9187,306.142
9188,306.175
9189,306.209
9190,306.242
9191,306.275
9192,306.309
9193,306.342
9194,306.375
9195,306.409
9196,306.442
9197,306.475
9198,306.509
9199,306.542
9200,306.575
9201,306.609
9202,306.642
9203,306.675
9204,306.709
9205,306.742
9206,306.775
9207,306.809
9208,306.842
9209,306.875
9210,306.909
9211,306.942
9212,306.975
9213,307.009
9214,307.042
9215,307.075
9216,307.109
9217,307.142
9218,307.175
9219,307.209
9220,307.242
9221,307.275
9222,307.309
9223,307.342
9224,307.375
9225,307.409
9226,307.442
9227,307.475
9228,307.509
9229,307.542
9230,307.575
9231,307.609
9232,307.642
9233,307.675
9234,307.709
9235,307.742
9236,307.775
9237,307.809
9238,307.842
9239,307.875
9240,307.908
9241,307.942
9242,307.975
9243,308.008
9244,308.042
9245,308.075
9246,308.108
9247,308.142
9248,308.175
9249,308.208
9250,308.242
9251,308.275
9252,308.308
9253,308.342
9254,308.375
9255,308.408
9256,308.442
9257,308.475
9258,308.508
9259,308.542
9260,308.575
9261,308.608
9262,308.642
9263,308.675
9264,308.708
9265,308.742
9266,308.775
9267,308.808
9268,308.842
9269,308.875
9270,308.908
9271,308.942
9272,308.975
9273,309.008
9274,309.042
9275,309.075
9276,309.108
9277,309.142
9278,309.175
9279,309.208
9280,309.242
9281,309.275
9282,309.308
9283,309.342
9284,309.375
9285,309.408
9286,309.442
9287,309.475
9288,309.508
9289,309.542
9290,309.575
9291,309.608
9292,309.641
9293,309.675
9294,309.708
9295,309.741
9296,309.775
9297,309.808
9298,309.841
9299,309.875
9300,309.908
9301,309.941
9302,309.975
9303,310.008
9304,310.041
9305,310.075
9306,310.108
9307,310.141
9308,310.175
9309,310.208
9310,310.241
9311,310.275
9312,310.308
9313,310.341
9314,310.375
9315,310.408
9316,310.441
9317,310.475
9318,310.508
9319,310.541
9320,310.575
9321,310.608
9322,310.641
9323,310.675
9324,310.708
9325,310.741
9326,310.775
9327,310.808
9328,310.841
9329,310.875
9330,310.908
9331,310.941
9332,310.975
9333,311.008
9334,311.041
9335,311.075
9336,311.108
9337,311.141
9338,311.175
9339,311.208
9340,311.241
9341,311.275
9342,311.308
9343,311.341
9344,311.374
9345,311.408
9346,311.441
9347,311.474
9348,311.508
9349,311.541
9350,311.574
9351,311.608
9352,311.641
9353,311.674
9354,311.708
9355,311.741
9356,311.774
9357,311.808
9358,311.841
9359,311.874
9360,311.908
9361,311.941
9362,311.974
9363,312.008
9364,312.041
9365,312.074
9366,312.108
9367,312.141
9368,312.174
9369,312.208
9370,312.241
9371,312.274
9372,312.308
9373,312.341
9374,312.374
9375,312.408
9376,312.441
9377,312.474
9378,312.508
9379,312.541
9380,312.574
9381,312.608
9382,312.641
9383,312.674
9384,312.708
9385,312.741
9386,312.774
9387,312.808
9388,312.841
9389,312.874
9390,312.908
9391,312.941
9392,312.974
9393,313.008
9394,313.041
9395,313.074
9396,313.108
9397,313.141
9398,313.174
9399,313.207
9400,313.241
9401,313.274
9402,313.307
9403,313.341
9404,313.374
9405,313.407
9406,313.441
9407,313.474
9408,313.507
9409,313.541
9410,313.574
9411,313.607
9412,313.641
9413,313.674
9414,313.707
9415,313.741
9416,313.774
9417,313.807
9418,313.841
9419,313.874
9420,313.907
9421,313.941
9422,313.974
9423,314.007
9424,314.041
9425,314.074
9426,314.107
9427,314.141
9428,314.174
9429,314.207
9430,314.241
9431,314.274
9432,314.307
9433,314.341
9434,314.374
9435,314.407
9436,314.441
9437,314.474
9438,314.507
9439,314.541
9440,314.574
9441,314.607
9442,314.641
9443,314.674
9444,314.707
9445,314.741
9446,314.774
9447,314.807
9448,314.841
9449,314.874
9450,314.907
9451,314.940
9452,314.974
9453,315.007
9454,315.040
9455,315.074
9456,315.107
9457,315.140
9458,315.174
9459,315.207
9460,315.240
9461,315.274
9462,315.307
9463,315.340
9464,315.374
9465,315.407
9466,315.440
9467,315.474
9468,315.507
9469,315.540
9470,315.574
9471,315.607
9472,315.640
9473,315.674
9474,315.707
9475,315.740
9476,315.774
9477,315.807
9478,315.840
9479,315.874
9480,315.907
9481,315.940
9482,315.974
9483,316.007
9484,316.040
9485,316.074
9486,316.107
